datetime,production_mw,GHI,ClearSky_GHI,DHI,DNI,Temperature,Relative_Humidity,Wind_Speed,Pressure,Precipitation,month,hour,year,date
2023-05-10 17:00:00,949.425,314.445591055965,337.5858593770192,128.99484399638106,495.86402326483113,21.55955383223472,41.69409848778599,7.411372625048469,99.66848028951786,0.0005968721726767,5,17,2023,2023-05-10
2023-05-10 18:00:00,559.975,126.43808349489451,137.89680935763212,68.30627374951527,306.48939925035546,19.815930464004094,48.493466201370005,7.105488690706987,99.68732299340836,0.0,5,18,2023,2023-05-10
2023-05-10 19:00:00,177.75,9.295249062944311,9.663031924518538,11.237321183921413,19.662290293395376,17.624681142561702,57.66736487010465,6.619792943001161,99.72648571797858,0.0,5,19,2023,2023-05-10
2023-05-10 20:00:00,13.45,0.0,0.0,0.0,0.0,16.20132480289516,64.48924130800057,6.724724570246857,99.77778880703114,0.0,5,20,2023,2023-05-10
2023-05-10 21:00:00,0.35,0.0,0.0,0.0,0.0,15.147095515057508,70.10195631381669,6.712427555900211,99.80406540002568,7.677394338891041e-05,5,21,2023,2023-05-10
2023-05-10 22:00:00,0.1,0.0,0.0,0.0,0.0,14.270187669639396,74.84438800568695,6.520224634871402,99.78592684503036,7.677394338891041e-05,5,22,2023,2023-05-10
2023-05-10 23:00:00,0.0,0.0,0.0,0.0,0.0,13.613429494636168,78.33307069923737,6.222765671448885,99.75799663952432,0.0001535478867778,5,23,2023,2023-05-10
2023-05-11 00:00:00,0.0,0.0,0.0,0.0,0.0,13.1322926198785,80.84325009693673,6.0233149799663925,99.72672948171125,0.0001160656585239,5,0,2023,2023-05-11
2023-05-11 01:00:00,0.0,0.0,0.0,0.0,0.0,12.712974279436471,82.88922373012787,5.931481969755708,99.7006702856404,0.0001160656585239,5,1,2023,2023-05-11
2023-05-11 02:00:00,0.0,0.0,0.0,0.0,0.0,12.316457024686564,84.58846271164524,5.840949463616386,99.6770360604886,0.0002321313170479,5,2,2023,2023-05-11
2023-05-11 03:00:00,0.0,0.0,0.0,0.0,0.0,11.926480031019768,86.0637433113611,5.775170479514028,99.65331989143068,0.0002321313170479,5,3,2023,2023-05-11
2023-05-11 04:00:00,0.0,0.0,0.0,0.0,0.0,11.501121881866368,87.56403489724698,5.698587566240148,99.638846064366,0.0003481969755719,5,4,2023,2023-05-11
2023-05-11 05:00:00,0.0,10.888128215070434,11.033428719141776,11.414620395502132,34.42436835982938,11.128576192322608,88.76026289259396,5.607750807806641,99.63674731808196,0.0003481969755719,5,5,2023,2023-05-11
2023-05-11 06:00:00,14.375,143.64191030115015,145.8295147990179,55.84165852397567,436.7801561328678,12.055050277885488,82.59319296885094,5.982864159234836,99.6513824479772,0.0003481969755719,5,6,2023,2023-05-11
2023-05-11 07:00:00,203.575,347.2100382577223,351.0540408427044,83.22800206798505,681.219094222566,14.31750084011892,68.69476127698074,6.528702856404287,99.66542458317171,0.0001160656585239,5,7,2023,2023-05-11
2023-05-11 08:00:00,650.05,551.0962008530441,554.6821918056097,99.10860876308632,807.7257234070046,16.99423807677392,55.43048520098228,6.468359570893119,99.66939485588716,0.0001160656585239,5,8,2023,2023-05-11
2023-05-11 09:00:00,1058.95,731.3552953341086,735.1648664857173,102.7013320408426,886.1917192710346,19.53628615742536,45.77162569471371,6.27699263280341,99.66432622463482,0.0,5,9,2023,2023-05-11
2023-05-11 10:00:00,1346.3,871.3177696781696,874.5286392658659,109.86695876954876,921.1776611089572,21.63427917797594,38.96873258368875,6.205928654517249,99.64838335272071,0.0,5,10,2023,2023-05-11
2023-05-11 11:00:00,1522.7,959.6322497091888,963.4249130153804,112.89434095902811,937.8356404291068,23.0787796303477,34.733905131187775,6.1054778337857005,99.60637740726372,0.0,5,11,2023,2023-05-11
2023-05-11 12:00:00,1599.05,985.741131963294,990.5710021972352,123.29847305157034,930.8817130670805,24.060285123432863,32.062843479384746,6.0610536383611215,99.54200310197754,0.0,5,12,2023,2023-05-11
2023-05-11 13:00:00,1613.85,954.329067855758,959.588393951144,112.4711469561846,937.4248913015382,24.66775287579164,30.5620829778984,6.149510404549567,99.4847853173064,0.0,5,13,2023,2023-05-11
2023-05-11 14:00:00,1580.475,866.1340581620783,870.4117841540642,115.35494920511832,907.3568377924258,24.86748894920509,30.12140467881604,6.367040971952959,99.43703373400544,0.0,5,14,2023,2023-05-11
2023-05-11 15:00:00,1494.35,726.8120418766968,730.5696701563909,105.46427297402094,873.1870838826419,24.62061884451337,30.807184179914703,6.601362285123426,99.39534108827708,0.0,5,15,2023,2023-05-11
2023-05-11 16:00:00,1303.8,548.5021574253589,551.6097352979189,93.94437094481076,811.0100064624537,23.950311231743548,32.53643117487394,6.813874886907064,99.37319374434531,0.0,5,16,2023,2023-05-11
2023-05-11 17:00:00,1013.5,345.6837316789456,348.14837792426016,80.72810469174097,688.3339542458324,22.81523251906422,35.67783120072383,6.9790856921287325,99.3693591831459,0.0,5,17,2023,2023-05-11
2023-05-11 18:00:00,595.225,142.51036732583674,143.63221455344447,54.53563370815558,443.891240532506,20.99184309163759,42.20541967170734,6.718564042910688,99.39110895696004,0.0,5,18,2023,2023-05-11
2023-05-11 19:00:00,178.025,10.511257851880568,10.56916867002715,10.618887941062434,35.25460876308643,18.189245185472394,52.7803357890655,6.336048856145792,99.44741398474856,0.0,5,19,2023,2023-05-11
2023-05-11 20:00:00,10.5,0.0,0.0,0.0,0.0,16.503564172159752,60.11413803799927,6.6666697686441765,99.53544733100684,0.0001160656585239,5,20,2023,2023-05-11
2023-05-11 21:00:00,0.2,0.0,0.0,0.0,0.0,15.448063332040851,65.13704381543238,6.664857179785444,99.59628667442163,0.0004433242858989,5,21,2023,2023-05-11
2023-05-11 22:00:00,0.1,0.0,0.0,0.0,0.0,14.668224376373258,68.98873284218685,6.535537805350908,99.60115419413208,0.0008390849166343,5,22,2023,2023-05-11
2023-05-11 23:00:00,0.1,0.0,0.0,0.0,0.0,13.979059325319898,72.40759932790483,6.227541941320927,99.59602714230324,0.0015988109086209,5,23,2023,2023-05-11
2023-05-12 00:00:00,0.0,0.0,0.0,0.0,0.0,13.353458187928126,75.12667545560305,5.915346516737752,99.57291482486754,0.0030164146309939,5,0,2023,2023-05-12
2023-05-12 01:00:00,0.0,0.0,0.0,0.0,0.0,12.769384515962257,77.26016621429487,5.611282667700665,99.5360995217784,0.0037595967429236,5,1,2023,2023-05-12
2023-05-12 02:00:00,0.0,0.0,0.0,0.0,0.0,12.202701563913662,79.20693964068754,5.307026496057905,99.5004358278402,0.0050802636680884,5,2,2023,2023-05-12
2023-05-12 03:00:00,0.0,0.0,0.0,0.0,0.0,11.680461936150952,80.79589117228902,5.0831335142820295,99.47465477575284,0.0053118779888845,5,3,2023,2023-05-12
2023-05-12 04:00:00,0.0,0.0,0.0,0.0,0.0,11.083980354142446,83.13201421739689,4.835047175907975,99.46624453922712,0.0052423419930205,5,4,2023,2023-05-12
2023-05-12 05:00:00,0.0,12.28426599457152,12.423629830683726,11.0253648701047,61.23889905648185,10.658432208866484,84.81797053121369,4.8070270130541495,99.47121959415794,0.0056375856275041,5,5,2023,2023-05-12
2023-05-12 06:00:00,15.05,151.60692826676993,154.42894817112565,50.95438438671314,508.0517869975442,11.736425746413342,78.42698022489346,5.159681788807031,99.48943027013064,0.0069556675714101,5,6,2023,2023-05-12
2023-05-12 07:00:00,216.475,352.5626436603338,357.9542388522684,76.88938787643798,712.0952066692511,14.24643246736462,64.35374718883283,5.348512601783636,99.51308827711,0.0087299987075093,5,7,2023,2023-05-12
2023-05-12 08:00:00,668.475,555.9261344190253,562.6703244151474,86.49087424066161,837.0155680496306,17.158602559131452,51.00440532506149,5.352949205118256,99.53037301279564,0.0130688897505493,5,8,2023,2023-05-12
2023-05-12 09:00:00,1079.075,729.8979020292109,742.2234563784423,102.50352798242216,883.0963189866882,19.32037611477316,43.61170195166085,5.39939821636293,99.52215664986429,0.0097298694584464,5,9,2023,2023-05-12
2023-05-12 10:00:00,1370.9,861.159121364869,879.8768760501484,127.14426780405832,889.3936585239743,20.84869122398862,39.06745017448622,5.5673638361121816,99.50029830683728,0.0060255913144629,5,10,2023,2023-05-12
2023-05-12 11:00:00,1536.075,943.5376275042014,966.7112917151358,144.78704252294176,881.9234894662005,22.0049629055189,35.871115160915124,5.811307483520748,99.46002145534446,0.0081620783249321,5,11,2023,2023-05-12
2023-05-12 12:00:00,1594.275,956.7345637844122,993.053498255137,125.47480289517893,902.8006788160778,22.799904614191554,33.80348016026881,6.208611089569598,99.40465503425104,0.0109543750807806,5,12,2023,2023-05-12
2023-05-12 13:00:00,1569.15,938.0836686054016,961.77767997932,148.27808711386845,875.1009592865449,23.202445650769015,32.850782215328955,6.690102106759716,99.35219594157935,0.0107393046400413,5,13,2023,2023-05-12
2023-05-12 14:00:00,1547.75,855.3235253974404,873.5636554219984,134.30714152772387,875.5151407522299,23.178003877471884,32.96669329197362,7.18872689673,99.3034664598681,0.0096533540131834,5,14,2023,2023-05-12
2023-05-12 15:00:00,1494.5,717.5811996898011,734.1788439963808,124.6408085821378,832.4583745637846,22.76507121623369,34.11905337986293,7.654592994700786,99.27613080005165,0.0055902804704665,5,15,2023,2023-05-12
2023-05-12 16:00:00,1328.5,543.8931255008384,555.4581656972987,100.38001990435563,793.7030562233427,21.999910042652186,36.28135039420963,7.993646374563785,99.2729939252941,0.0015957089311102,5,16,2023,2023-05-12
2023-05-12 17:00:00,1015.275,343.55185420705754,352.508160268838,83.18499314979958,677.4403825772259,20.88393563396664,39.45689181853432,8.098519064236784,99.29251751324796,0.0003272586273749,5,17,2023,2023-05-12
2023-05-12 18:00:00,591.95,144.52404032570746,148.7805883417346,54.58003360475641,456.9340878893624,19.35615199689804,44.91058808323643,7.629497738141399,99.33370789711756,0.0,5,18,2023,2023-05-12
2023-05-12 19:00:00,180.875,11.262749644565078,11.51520072379476,11.254511567791146,41.81612692257979,17.02468553702984,55.33981646633065,6.558488819956047,99.40150885356094,0.0,5,19,2023,2023-05-12
2023-05-12 20:00:00,12.525,0.0,0.0,0.0,0.0,15.414012924906288,63.00523303606053,6.198760759984487,99.49699780276585,0.0,5,20,2023,2023-05-12
2023-05-12 21:00:00,0.125,0.0,0.0,0.0,0.0,14.528690706992386,67.24769316272454,5.921851622075737,99.5732348455474,0.0,5,21,2023,2023-05-12
2023-05-12 22:00:00,0.1,0.0,0.0,0.0,0.0,13.748503812847344,70.27424453922711,5.524115548662271,99.59972547499028,0.0,5,22,2023,2023-05-12
2023-05-12 23:00:00,0.125,0.0,0.0,0.0,0.0,12.969094222566872,72.94238464521145,5.125501874111411,99.60701253715906,0.0,5,23,2023,2023-05-12
2023-05-13 00:00:00,0.0,0.0,0.0,0.0,0.0,12.256357502908095,74.98429391236917,4.827121364870105,99.6094362155874,0.0,5,0,2023,2023-05-13
2023-05-13 01:00:00,0.0,0.0,0.0,0.0,0.0,11.61755796820473,76.58180974537927,4.577205893757269,99.61247899702728,0.0,5,1,2023,2023-05-13
2023-05-13 02:00:00,0.0,0.0,0.0,0.0,0.0,11.026796174227735,77.99168773426405,4.475293007625692,99.62770996510268,2.584981258885873e-06,5,2,2023,2023-05-13
2023-05-13 03:00:00,0.0,0.0,0.0,0.0,0.0,10.436020938348198,79.34081737107401,4.32891456636939,99.6530029727285,2.584981258885873e-06,5,3,2023,2023-05-13
